,SEMESTER,AGE,GENDER,ADDRESS,FAMILY SIZE,PARENT STATUS,TRAVEL TIME,FAMILY SUPPORT,ACTIVITIES,LANGUAGES,INTERNET,FREETIME,HEALTH,NO OF ABSENCE,NO OF WITHDRAWL,CURRENT CGPA,STUDY TIME,STUDENT JOB,AVG GPA
17137,7.0,23.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,7.0,5.0,3.0,5.0,0.0,2.33
17138,1.0,24.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0,2.0,5.0,0.0,4.0
17139,4.0,22.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,8.0,5.0,1.0,2.0,0.0,2.67
17140,5.0,19.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,5.0,8.0,3.0,3.0,3.0,1.0,3.0
17141,2.0,18.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,2.0,3.0,6.0,3.0,5.0,1.0,1.0,1.67
17142,8.0,20.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,3.0,1.0,4.0,1.0,1.0,0.0,1.67
17143,5.0,24.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,4.0,5.0,5.0,1.0,5.0,3.0,4.0,0.0,3.33
17144,8.0,21.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,5.0,3.0,4.0,4.0,2.0,5.0,4.0,0.0,2.33
17145,5.0,21.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,1.0,2.67
17146,7.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,3.0,5.0,0.0,3.0,5.0,0.0,2.67
17147,1.0,20.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,1.0,0.0,4.0,4.0,2.0,1.0,3.0
17148,9.0,23.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,2.0,6.0,0.0,2.0,4.0,1.0,2.67
17149,4.0,20.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,0.0,4.0,2.0,0.0,3.33
17150,4.0,19.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,5.0,4.0,7.0,3.0,3.0,5.0,0.0,3.0
17151,7.0,22.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,0.0,3.0
17152,4.0,23.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,1.0,3.0,4.0,1.0,3.0
17153,5.0,19.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,4.0,5.0,4.0,1.0,2.0,1.0,3.33
17154,10.0,18.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,5.0,2.0,1.0,2.67
17155,10.0,19.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,1.0,3.0,1.0,1.33
17156,3.0,18.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,0.0,2.33
17157,2.0,18.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,5.0,3.0,3.0,9.0,0.0,3.0,3.0,0.0,3.67
17158,5.0,22.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,2.67
17159,3.0,23.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,5.0,2.0,3.0,7.0,0.0,3.0,5.0,0.0,1.67
17160,7.0,22.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,0.0,2.67
17161,1.0,20.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,5.0,8.0,0.0,5.0,2.0,1.0,1.0
17162,6.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,9.0,1.0,2.0,1.0,1.0,2.33
17163,8.0,20.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,0.0,2.33
17164,7.0,23.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,5.0,4.0,2.0,1.0,1.67
17165,4.0,23.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,5.0,2.0,5.0,0.0,2.0,5.0,2.0,0.0,2.33
17166,9.0,21.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,5.0,1.0,2.0,5.0,1.0,4.0,4.0,0.0,4.0
17167,8.0,22.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,3.33
17168,9.0,21.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0,8.0,0.0,4.0,3.0,0.0,3.0
17169,10.0,19.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,0.0,3.33
17170,2.0,20.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,1.0,3.0
17171,7.0,20.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,5.0,3.0,1.0,8.0,4.0,1.0,5.0,0.0,3.67
17172,9.0,19.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,3.0,5.0,1.0,9.0,5.0,4.0,4.0,1.0,4.0
17173,9.0,19.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,5.0,0.0,2.67
17174,7.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,5.0,0.0,3.0,5.0,3.0,1.0,2.33
17175,6.0,24.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,1.0,7.0,1.0,1.0,3.0,0.0,3.67
17176,7.0,18.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,7.0,5.0,3.0,5.0,0.0,2.33
17177,4.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.33
17178,10.0,19.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,2.67
17179,4.0,19.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,2.0,4.0,3.0,6.0,0.0,3.0,2.0,0.0,2.67
17180,2.0,19.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,5.0,1.0,5.0,1.0,3.0,1.0,3.0,0.0,3.0
17181,2.0,18.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,0.0,3.0
17182,6.0,20.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,5.0,3.0,1.0,4.0,1.0,0.0,4.0
17183,4.0,18.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,2.67
17184,1.0,18.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,0.0,4.0,1.0,1.0,3.0
17185,9.0,24.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,5.0,5.0,0.0,4.0,4.0,0.0,2.33
17186,2.0,19.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,5.0,2.0,1.0,0.0,2.33
17187,3.0,21.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,3.0,1.0,1.33
17188,9.0,19.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,3.0,4.0,1.0,4.0,1.0,2.0,0.0,3.0
17189,8.0,19.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,5.0,1.0,5.0,6.0,2.0,3.0,2.0,0.0,1.67
17190,4.0,18.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,3.0,9.0,4.0,5.0,5.0,0.0,3.33
17191,10.0,22.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,2.0,4.0,5.0,8.0,0.0,2.0,3.0,0.0,2.33
17192,10.0,21.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,5.0,5.0,4.0,9.0,5.0,1.0,5.0,0.0,3.33
17193,6.0,20.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.33
17194,8.0,23.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,5.0,4.0,4.0,5.0,1.0,3.67
17195,9.0,20.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,9.0,1.0,3.0,5.0,1.0,3.0
17196,5.0,22.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,4.0,2.0,0.0,5.0,5.0,5.0,0.0,3.0
17197,10.0,23.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,3.0,2.0,3.0,1.0,5.0,4.0,1.0,1.33
17198,10.0,18.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,2.0,3.0,1.0,4.0
17199,2.0,20.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,5.0,5.0,8.0,1.0,1.0,4.0,0.0,4.0
17200,9.0,18.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,5.0,3.0,3.0,1.0,4.0
17201,4.0,24.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,8.0,3.0,1.0,5.0,1.0,2.33
17202,4.0,20.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,5.0,5.0,2.0,3.0,1.0,5.0,2.0,0.0,3.33
17203,5.0,20.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,5.0,1.0,4.0,3.0,3.0,1.0,0.0,3.67
17204,3.0,24.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,4.0,5.0,1.0,3.33
17205,5.0,21.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,3.0
17206,6.0,22.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,5.0,1.0,2.0,3.0,0.0,5.0,2.0,0.0,2.33
17207,3.0,20.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,4.0,0.0,1.0,3.0,3.0,1.0,2.33
17208,2.0,21.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,3.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,4.0
17209,2.0,18.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,8.0,5.0,4.0,3.0,1.0,2.33
17210,7.0,24.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,2.0,3.0,4.0,0.0,1.0
17211,3.0,20.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,1.33
17212,9.0,18.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,3.0,1.0,1.0,3.0,1.0,3.33
17213,2.0,23.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,5.0,3.0,4.0,1.0,4.0,4.0,2.0,1.0,4.0
17214,6.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,8.0,0.0,2.0,5.0,1.0,2.33
17215,10.0,19.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,2.0,5.0,1.0,0.0,2.0,2.0,2.0,0.0,3.33
17216,7.0,24.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,4.0,5.0,3.0,3.0,1.0,0.0,2.33
17217,2.0,19.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,3.0,1.0,5.0,7.0,5.0,5.0,2.0,0.0,2.33
17218,8.0,24.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,2.33
17219,1.0,18.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,9.0,1.0,2.0,5.0,0.0,3.67
17220,9.0,24.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,0.0,5.0,2.0,1.0,3.67
17221,2.0,21.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,2.0,7.0,1.0,5.0,4.0,0.0,3.33
17222,5.0,23.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,5.0,4.0,1.0,0.0,3.67
17223,1.0,20.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,5.0,5.0,0.0,2.0,2.0,0.0,2.33
17224,10.0,23.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,5.0,1.0,2.0,1.0,2.33
17225,9.0,19.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,5.0,4.0,2.0,0.0,3.0,3.0,4.0,0.0,4.0
17226,4.0,18.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.33
17227,9.0,24.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,6.0,2.0,3.0,1.0,0.0,2.33
17228,7.0,22.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,5.0,4.0,2.0,4.0,1.0,2.0,1.0,3.33
17229,9.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,4.0,4.0,3.0,3.0,1.0,5.0,0.0,2.67
17230,6.0,20.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,5.0,1.0,7.0,3.0,2.0,4.0,0.0,1.0
17231,3.0,24.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,8.0,2.0,5.0,5.0,0.0,3.0
17232,2.0,24.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,3.67
17233,10.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,8.0,0.0,3.0,4.0,1.0,1.0
17234,5.0,22.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,2.67
17235,3.0,23.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,2.0,1.0,5.0,7.0,4.0,1.0,3.0,1.0,3.33
17236,9.0,23.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,4.0,5.0,5.0,1.0,2.67
17237,4.0,20.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,5.0,9.0,3.0,4.0,5.0,1.0,2.67
17238,8.0,20.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,0.0,2.67
17239,10.0,24.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,4.0,2.0,4.0,8.0,3.0,3.0,4.0,1.0,2.67
17240,7.0,23.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0,7.0,2.0,1.0,2.0,0.0,3.67
17241,9.0,21.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,2.0,1.0,3.0,0.0,3.33
17242,4.0,18.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,3.33
17243,7.0,18.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,1.0,8.0,2.0,5.0,4.0,1.0,1.0
17244,5.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,3.0,5.0,4.0,3.0,0.0,4.0
17245,6.0,19.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,5.0,4.0,2.0,1.0,3.0
17246,8.0,18.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,1.0,1.33
17247,1.0,24.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,4.0,6.0,3.0,4.0,1.0,1.0,4.0
17248,6.0,24.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,5.0,0.0,5.0,4.0,5.0,0.0,2.33
17249,1.0,21.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,5.0,0.0,3.67
17250,10.0,23.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,2.0,5.0,0.0,2.0
17251,10.0,23.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,1.0,2.0
17252,6.0,24.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,3.0,1.0,1.0,7.0,1.0,3.0,4.0,1.0,1.33
17253,1.0,21.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,2.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,2.67
17254,2.0,23.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,2.0
17255,2.0,21.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,5.0,4.0,2.0,6.0,1.0,2.0,3.0,0.0,3.33
17256,1.0,19.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,0.0,4.0
17257,10.0,19.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,5.0,3.0,8.0,3.0,5.0,1.0,1.0,2.33
17258,5.0,22.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,4.0,4.0,3.0,1.0,3.0
17259,2.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,5.0,9.0,5.0,1.0,2.0,1.0,3.33
17260,6.0,20.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,9.0,3.0,3.0,4.0,1.0,3.33
17261,9.0,19.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,0.0,2.67
17262,2.0,19.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,5.0,4.0,1.0,6.0,1.0,4.0,5.0,0.0,3.67
17263,9.0,19.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,5.0,0.0,1.67
17264,6.0,23.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,3.0,8.0,5.0,5.0,4.0,0.0,4.0
17265,5.0,18.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,4.0,5.0,5.0,3.0,5.0,4.0,1.0,0.0,4.0
17266,7.0,24.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,5.0,3.0,1.0,6.0,2.0,4.0,2.0,1.0,2.67
17267,7.0,24.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,5.0,4.0,4.0,5.0,4.0,5.0,1.0,0.0,3.33
17268,10.0,19.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,4.0,5.0,4.0,9.0,4.0,2.0,4.0,1.0,2.33
17269,3.0,20.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,3.0
17270,6.0,22.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,1.0,2.67
17271,6.0,21.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,6.0,3.0,5.0,2.0,1.0,2.67
17272,8.0,21.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,5.0,2.0,5.0,0.0,1.67
17273,5.0,18.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,4.0,1.0,7.0,0.0,1.0,1.0,1.0,3.33
17274,9.0,24.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.33
17275,3.0,19.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,7.0,0.0,5.0,1.0,0.0,1.33
17276,7.0,24.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,0.0,3.67
17277,3.0,22.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,3.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,3.67
17278,2.0,18.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,5.0,0.0,4.0
17279,7.0,24.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,5.0,5.0,1.0,4.0,0.0,2.33
17280,10.0,22.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,5.0,7.0,0.0,4.0,1.0,0.0,2.33
17281,7.0,22.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,8.0,0.0,1.0,4.0,1.0,4.0
17282,9.0,19.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,4.0,5.0,5.0,2.0,2.0,5.0,1.0,3.67
17283,8.0,18.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0
17284,2.0,21.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,3.0,1.0,5.0,3.0,0.0,3.33
17285,9.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,3.0,2.0,3.0,0.0,1.0,4.0,1.0,2.33
17286,1.0,24.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,5.0,4.0,0.0,3.33
17287,1.0,20.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,2.0,5.0,4.0,1.0,2.0
17288,9.0,18.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,0.0,3.67
17289,10.0,24.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,5.0,5.0,4.0,2.0,3.0,2.0,0.0,3.67
17290,6.0,21.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,4.0,5.0,0.0,4.0,3.0,3.0,0.0,3.33
17291,9.0,24.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,5.0,2.0,3.0,1.0,2.67
17292,5.0,22.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,5.0,5.0,3.0,4.0,1.0,4.0
17293,5.0,19.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0,1.0,2.67
17294,5.0,18.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,4.0,5.0,1.0,9.0,4.0,3.0,4.0,0.0,1.33
17295,5.0,19.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,4.0,3.0,0.0,2.33
17296,1.0,23.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,2.0,4.0,3.0,3.0,5.0,2.0,2.0,0.0,3.67
17297,3.0,18.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,5.0,4.0,2.0,4.0,0.0,5.0,4.0,1.0,3.33
17298,2.0,20.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,2.0,3.0,9.0,0.0,5.0,4.0,0.0,2.67
17299,9.0,22.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,9.0,0.0,4.0,1.0,1.0,2.33
17300,6.0,21.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,5.0,5.0,2.0,0.0,2.0
17301,6.0,18.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,4.0,3.0,0.0,5.0,4.0,1.0,2.67
17302,3.0,19.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,2.0,2.0,4.0,6.0,0.0,5.0,2.0,0.0,1.0
17303,4.0,18.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,3.0,3.0,1.0,5.0,1.0,4.0,1.0,2.33
17304,6.0,23.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,3.0,4.0,8.0,4.0,4.0,2.0,1.0,2.67
17305,7.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,0.0,3.0
17306,1.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,5.0,1.0,0.0,2.0,3.0,0.0,3.33
17307,3.0,20.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,4.0,3.0,4.0,6.0,3.0,4.0,1.0,0.0,3.33
17308,9.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,5.0,1.0,2.33
17309,8.0,20.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,0.0,2.33
17310,2.0,24.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,3.0,4.0,5.0,7.0,0.0,4.0,2.0,1.0,3.0
17311,3.0,19.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,3.0,5.0,2.0,1.0,1.33
